failure_id,machine_id,failure_date,failure_mode,downtime_hrs,repair_hrs,technician_id,root_cause,corrective_action,component,failure_type,technician_type,part_replaced,part_cost_usd,part_lead_time_days,time_to_diagnose_hrs
F00164,CNC-A5,2025-04-24,Coolant leak,1.04,0.89,TECH-007,Design limitation,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_pump_seal,34.6,1,0.18
F00165,PB-A1,2024-01-08,Control panel fault,2.48,1.81,TECH-004,Overloading,Operator retraining,control_panel,electrical,electrical,hmi_board,526.3,8,0.58
F00166,PB-A1,2024-02-04,Atomizer wear,1.44,2.39,TECH-007,Operator error,PM schedule updated,spray_system,mechanical,mechanical,atomizer_nozzle,205.07,4,0.25
F00167,PB-A1,2024-02-10,Filter saturation,2.1,1.67,TECH-008,Operator error,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,40.52,1,0.15
F00168,PB-A1,2024-03-03,Conveyor jam,2.63,2.1,TECH-003,Lack of preventive maintenance,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,155.63,3,0.5
F00169,PB-A1,2024-04-11,Atomizer wear,1.57,1.77,TECH-006,Overloading,Vendor notified,spray_system,mechanical,mechanical,atomizer_nozzle,170.16,5,0.18
F00170,PB-A1,2024-04-12,Pump clog,2.28,2.34,TECH-004,Component wear,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_filter,19.91,1,0.26
F00171,PB-A1,2024-04-20,Control panel fault,2.72,1.7,TECH-006,Operator error,PM schedule updated,control_panel,electrical,electrical,hmi_board,576.55,14,0.8
F00172,PB-A1,2024-04-30,Control panel fault,2.81,1.28,TECH-001,Design limitation,Part replacement,control_panel,electrical,electrical,hmi_board,301.18,8,0.59
F00173,PB-A1,2024-05-02,Conveyor jam,2.25,1.67,TECH-006,Lack of preventive maintenance,Recalibration,conveyor_system,mechanical,mechanical,conveyor_chain,305.2,3,0.34
F00174,PB-A1,2024-05-27,Filter saturation,1.84,1.84,TECH-001,Operator error,Vendor notified,filtration_system,mechanical,mechanical,paint_filter_set,71.57,2,0.1
F00175,PB-A1,2024-06-05,Filter saturation,1.93,2.31,TECH-006,Design limitation,Vendor notified,filtration_system,mechanical,mechanical,paint_filter_set,38.49,1,0.17
F00176,PB-A1,2024-06-09,Pump clog,3.15,1.81,TECH-003,Component wear,Design modification,coolant_system,hydraulic,hydraulic,coolant_filter,45.57,1,0.2
F00177,PB-A1,2024-06-10,Atomizer wear,2.97,2.21,TECH-008,Calibration drift,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,198.41,3,0.46
F00178,PB-A1,2024-06-13,Atomizer wear,2.41,1.8,TECH-002,Design limitation,Vendor notified,spray_system,mechanical,mechanical,atomizer_nozzle,102.99,2,0.25
F00179,PB-A1,2024-06-27,Pump clog,1.51,2.05,TECH-004,Overloading,Design modification,coolant_system,hydraulic,hydraulic,coolant_filter,44.27,2,0.23
F00180,PB-A1,2024-06-28,Filter saturation,2.81,2.93,TECH-005,Design limitation,PM schedule updated,filtration_system,mechanical,mechanical,paint_filter_set,30.83,2,0.24
F00181,PB-A1,2024-06-29,Filter saturation,1.76,2.01,TECH-007,Material defect,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,30.2,1,0.17
F00182,PB-A1,2024-07-09,Atomizer wear,2.12,1.67,TECH-001,Overloading,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,100.1,5,0.19
F00183,PB-A1,2024-07-16,Atomizer wear,2.86,2.16,TECH-007,Overloading,PM schedule updated,spray_system,mechanical,mechanical,atomizer_nozzle,101.61,3,0.36
F00184,PB-A1,2024-07-17,Control panel fault,2.93,2.05,TECH-008,Contamination,Part replacement,control_panel,electrical,electrical,hmi_board,570.11,14,0.88
F00185,PB-A1,2024-07-24,Atomizer wear,2.9,2.26,TECH-002,Overloading,PM schedule updated,spray_system,mechanical,mechanical,atomizer_nozzle,158.0,3,0.55
F00186,PB-A1,2024-08-10,Pump clog,2.59,2.68,TECH-002,Material defect,PM schedule updated,coolant_system,hydraulic,hydraulic,coolant_filter,29.15,1,0.29
F00187,PB-A1,2024-08-15,Filter saturation,3.23,1.85,TECH-004,Operator error,Recalibration,filtration_system,mechanical,mechanical,paint_filter_set,64.39,1,0.18
F00188,PB-A1,2024-08-18,Pump clog,2.56,2.2,TECH-003,Calibration drift,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_filter,23.49,2,0.22
F00189,PB-A1,2024-09-04,Control panel fault,2.44,1.56,TECH-006,Contamination,Recalibration,control_panel,electrical,electrical,hmi_board,429.49,14,0.51
F00190,PB-A1,2024-09-11,Conveyor jam,1.57,2.11,TECH-001,Contamination,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,142.49,5,0.3
F00191,PB-A1,2024-09-12,Conveyor jam,2.24,2.03,TECH-005,Operator error,Vendor notified,conveyor_system,mechanical,mechanical,conveyor_chain,177.46,6,0.39
F00192,PB-A1,2024-10-06,Control panel fault,2.91,1.56,TECH-007,Calibration drift,Design modification,control_panel,electrical,electrical,hmi_board,514.81,10,0.6
F00193,PB-A1,2024-10-16,Atomizer wear,2.73,1.18,TECH-004,Contamination,Design modification,spray_system,mechanical,mechanical,atomizer_nozzle,134.27,5,0.22
F00194,PB-A1,2024-10-24,Pump clog,2.53,2.12,TECH-006,Operator error,Design modification,coolant_system,hydraulic,hydraulic,coolant_filter,29.73,1,0.11
F00195,PB-A1,2024-11-05,Atomizer wear,3.31,2.15,TECH-003,Contamination,PM schedule updated,spray_system,mechanical,mechanical,atomizer_nozzle,135.67,3,0.29
F00196,PB-A1,2024-12-06,Control panel fault,1.61,2.45,TECH-001,Contamination,Part replacement,control_panel,electrical,electrical,hmi_board,491.81,10,1.01
F00197,PB-A1,2024-12-11,Conveyor jam,1.85,1.86,TECH-003,Contamination,Part replacement,conveyor_system,mechanical,mechanical,conveyor_chain,258.91,5,0.37
F00198,PB-A1,2024-12-21,Atomizer wear,2.75,2.29,TECH-003,Operator error,PM schedule updated,spray_system,mechanical,mechanical,atomizer_nozzle,120.85,4,0.5
F00199,PB-A1,2024-12-31,Filter saturation,2.07,1.72,TECH-002,Overloading,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,56.56,1,0.14
F00200,PB-A1,2025-01-05,Filter saturation,2.15,2.19,TECH-006,Calibration drift,Recalibration,filtration_system,mechanical,mechanical,paint_filter_set,46.75,1,0.17
F00201,PB-A1,2025-01-08,Pump clog,2.56,2.12,TECH-001,Contamination,Design modification,coolant_system,hydraulic,hydraulic,coolant_filter,45.26,2,0.3
F00202,PB-A1,2025-01-09,Control panel fault,2.14,2.17,TECH-003,Calibration drift,Part replacement,control_panel,electrical,electrical,hmi_board,466.34,14,0.88
F00203,PB-A1,2025-01-15,Atomizer wear,2.2,1.74,TECH-005,Calibration drift,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,190.98,2,0.39
F00204,PB-A1,2025-01-24,Atomizer wear,2.0,2.68,TECH-004,Contamination,Vendor notified,spray_system,mechanical,mechanical,atomizer_nozzle,146.65,3,0.31
F00205,PB-A1,2025-03-01,Conveyor jam,3.06,1.96,TECH-007,Overloading,Recalibration,conveyor_system,mechanical,mechanical,conveyor_chain,129.77,7,0.21
F00206,PB-A1,2025-03-22,Conveyor jam,2.5,1.79,TECH-001,Calibration drift,PM schedule updated,conveyor_system,mechanical,mechanical,conveyor_chain,172.53,7,0.27
F00207,PB-A1,2025-04-01,Pump clog,3.33,2.46,TECH-005,Operator error,Recalibration,coolant_system,hydraulic,hydraulic,coolant_filter,24.4,2,0.31
F00208,PB-A1,2025-04-04,Atomizer wear,2.68,1.87,TECH-002,Material defect,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,77.13,3,0.42
F00209,PB-A2,2024-02-04,Conveyor jam,1.69,1.98,TECH-004,Overloading,Part replacement,conveyor_system,mechanical,mechanical,conveyor_chain,290.59,5,0.24
F00210,PB-A2,2024-02-10,Conveyor jam,3.39,1.95,TECH-003,Component wear,Part replacement,conveyor_system,mechanical,mechanical,conveyor_chain,238.17,4,0.23
F00211,PB-A2,2024-02-14,Filter saturation,2.56,1.31,TECH-008,Calibration drift,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,46.98,2,0.13
F00212,PB-A2,2024-02-15,Filter saturation,2.52,1.93,TECH-007,Operator error,PM schedule updated,filtration_system,mechanical,mechanical,paint_filter_set,68.15,2,0.13
F00213,PB-A2,2024-02-18,Control panel fault,2.45,1.98,TECH-008,Operator error,Part replacement,control_panel,electrical,electrical,hmi_board,534.44,8,0.75
F00214,PB-A2,2024-03-12,Control panel fault,1.49,1.8,TECH-004,Component wear,PM schedule updated,control_panel,electrical,electrical,hmi_board,517.13,12,0.54
F00215,PB-A2,2024-03-19,Atomizer wear,1.86,1.62,TECH-003,Operator error,Design modification,spray_system,mechanical,mechanical,atomizer_nozzle,105.31,5,0.2
F00216,PB-A2,2024-05-05,Control panel fault,2.76,1.98,TECH-001,Overloading,Operator retraining,control_panel,electrical,electrical,hmi_board,341.39,11,0.93
F00217,PB-A2,2024-05-06,Pump clog,1.76,2.03,TECH-006,Operator error,PM schedule updated,coolant_system,hydraulic,hydraulic,coolant_filter,54.6,2,0.27
F00218,PB-A2,2024-05-09,Control panel fault,2.02,1.66,TECH-006,Component wear,Part replacement,control_panel,electrical,electrical,hmi_board,646.42,11,0.55
F00219,PB-A2,2024-05-14,Atomizer wear,1.75,2.24,TECH-008,Component wear,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,140.0,5,0.25
F00220,PB-A2,2024-05-15,Conveyor jam,2.26,1.41,TECH-004,Lack of preventive maintenance,Recalibration,conveyor_system,mechanical,mechanical,conveyor_chain,269.84,4,0.23
F00221,PB-A2,2024-06-12,Atomizer wear,1.97,2.08,TECH-008,Design limitation,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,143.05,5,0.26
F00222,PB-A2,2024-06-30,Pump clog,2.34,2.12,TECH-006,Design limitation,Part replacement,coolant_system,hydraulic,hydraulic,coolant_filter,51.56,1,0.12
F00223,PB-A2,2024-07-20,Atomizer wear,1.66,1.94,TECH-007,Contamination,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,108.76,2,0.34
F00224,PB-A2,2024-07-28,Control panel fault,0.93,1.81,TECH-005,Operator error,Vendor notified,control_panel,electrical,electrical,hmi_board,496.98,9,0.72
F00225,PB-A2,2024-08-04,Filter saturation,0.56,2.3,TECH-005,Contamination,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,32.37,1,0.21
F00226,PB-A2,2024-08-05,Control panel fault,1.91,1.54,TECH-007,Component wear,Vendor notified,control_panel,electrical,electrical,hmi_board,515.91,8,0.66
F00227,PB-A2,2024-08-12,Conveyor jam,1.34,1.99,TECH-007,Design limitation,Vendor notified,conveyor_system,mechanical,mechanical,conveyor_chain,252.39,6,0.22
F00228,PB-A2,2024-10-01,Atomizer wear,2.36,1.75,TECH-006,Component wear,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,128.16,5,0.32
F00229,PB-A2,2024-10-02,Pump clog,1.43,1.41,TECH-003,Operator error,Recalibration,coolant_system,hydraulic,hydraulic,coolant_filter,30.52,2,0.14
F00230,PB-A2,2024-10-21,Control panel fault,1.81,2.06,TECH-001,Component wear,Vendor notified,control_panel,electrical,electrical,hmi_board,564.39,13,0.97
F00231,PB-A2,2024-10-28,Pump clog,1.76,2.08,TECH-003,Contamination,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_filter,36.68,1,0.23
F00232,PB-A2,2024-11-01,Pump clog,1.91,2.7,TECH-003,Calibration drift,Design modification,coolant_system,hydraulic,hydraulic,coolant_filter,49.46,2,0.23
F00233,PB-A2,2024-11-07,Conveyor jam,1.77,1.69,TECH-008,Material defect,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,217.26,7,0.2
F00234,PB-A2,2024-11-11,Pump clog,2.7,1.59,TECH-003,Operator error,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_filter,32.75,2,0.23
F00235,PB-A2,2024-11-13,Conveyor jam,1.74,0.6,TECH-006,Operator error,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,244.32,4,0.09
F00236,PB-A2,2024-11-23,Filter saturation,2.98,1.36,TECH-006,Material defect,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,37.96,1,0.07
F00237,PB-A2,2025-01-16,Atomizer wear,2.26,1.54,TECH-001,Contamination,Design modification,spray_system,mechanical,mechanical,atomizer_nozzle,209.48,4,0.23
F00238,PB-A2,2025-01-26,Filter saturation,0.65,2.01,TECH-002,Operator error,PM schedule updated,filtration_system,mechanical,mechanical,paint_filter_set,59.12,1,0.1
F00239,PB-A2,2025-02-01,Atomizer wear,2.03,1.4,TECH-007,Operator error,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,115.31,2,0.27
F00240,PB-A2,2025-03-19,Control panel fault,1.79,1.49,TECH-006,Component wear,Design modification,control_panel,electrical,electrical,hmi_board,643.27,12,0.63
F00241,PB-A2,2025-04-01,Atomizer wear,2.74,2.65,TECH-001,Operator error,Design modification,spray_system,mechanical,mechanical,atomizer_nozzle,144.24,5,0.62
F00242,PB-A2,2025-04-03,Filter saturation,2.4,2.07,TECH-006,Design limitation,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,65.48,2,0.2
F00243,PB-A2,2025-04-06,Filter saturation,1.71,1.46,TECH-005,Operator error,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,68.66,1,0.08
F00244,PB-A2,2025-04-19,Filter saturation,1.56,1.54,TECH-006,Lack of preventive maintenance,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,66.09,2,0.11
F00245,PB-A2,2025-04-20,Conveyor jam,3.04,1.6,TECH-004,Overloading,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,228.39,7,0.39
F00246,CF-A1,2024-01-08,Conveyor motor fault,3.59,3.09,TECH-008,Material defect,Vendor notified,conveyor_system,electrical,electrical,motor_starter,416.22,6,0.8
F00247,CF-A1,2024-01-13,Heating element failure,2.66,3.81,TECH-008,Overloading,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,314.77,10,1.03
F00248,CF-A1,2024-01-20,Conveyor motor fault,3.89,3.83,TECH-006,Overloading,Recalibration,conveyor_system,electrical,electrical,motor_starter,205.35,7,0.8
F00249,CF-A1,2024-02-05,Heating element failure,3.7,3.47,TECH-008,Operator error,PM schedule updated,heating_element,electrical,electrical,resistance_heating_rod,325.45,10,1.38
F00250,CF-A1,2024-02-11,Control board failure,4.41,3.67,TECH-007,Material defect,Recalibration,control_panel,electrical,electrical,plc_module,961.28,14,2.0
F00251,CF-A1,2024-02-29,Heating element failure,5.73,3.05,TECH-003,Calibration drift,Design modification,heating_element,electrical,electrical,resistance_heating_rod,235.84,5,0.66
F00252,CF-A1,2024-03-07,Temperature sensor fault,5.09,2.93,TECH-007,Calibration drift,Recalibration,temperature_control,electrical,electrical,thermocouple_probe,80.77,5,1.06
F00253,CF-A1,2024-03-09,Control board failure,4.0,3.68,TECH-008,Design limitation,Design modification,control_panel,electrical,electrical,plc_module,1338.26,13,1.14
F00254,CF-A1,2024-03-10,Conveyor motor fault,4.64,3.73,TECH-006,Overloading,PM schedule updated,conveyor_system,electrical,electrical,motor_starter,266.31,7,0.78
F00255,CF-A1,2024-03-11,Conveyor motor fault,5.48,3.78,TECH-005,Operator error,Operator retraining,conveyor_system,electrical,electrical,motor_starter,201.77,8,1.3
F00256,CF-A1,2024-03-18,Temperature sensor fault,4.28,2.94,TECH-003,Operator error,Operator retraining,temperature_control,electrical,electrical,thermocouple_probe,97.58,4,1.1
F00257,CF-A1,2024-03-23,Conveyor motor fault,5.54,3.43,TECH-003,Material defect,Design modification,conveyor_system,electrical,electrical,motor_starter,356.16,5,0.72
F00258,CF-A1,2024-03-31,Heating element failure,3.88,3.5,TECH-006,Calibration drift,Design modification,heating_element,electrical,electrical,resistance_heating_rod,192.46,9,1.14
F00259,CF-A1,2024-04-06,Conveyor motor fault,3.21,2.98,TECH-006,Component wear,Operator retraining,conveyor_system,electrical,electrical,motor_starter,385.24,5,0.9
F00260,CF-A1,2024-05-28,Conveyor motor fault,4.14,2.91,TECH-008,Design limitation,Operator retraining,conveyor_system,electrical,electrical,motor_starter,340.94,3,0.6
F00261,CF-A1,2024-06-16,Control board failure,3.14,4.27,TECH-005,Lack of preventive maintenance,Design modification,control_panel,electrical,electrical,plc_module,909.11,17,2.0
F00262,CF-A1,2024-06-23,Heating element failure,6.0,3.25,TECH-001,Calibration drift,Recalibration,heating_element,electrical,electrical,resistance_heating_rod,193.23,10,1.2
F00263,CF-A1,2024-07-01,Control board failure,3.87,2.31,TECH-003,Material defect,Part replacement,control_panel,electrical,electrical,plc_module,865.39,18,0.87
F00264,CF-A1,2024-07-10,Control board failure,3.99,3.07,TECH-006,Overloading,Recalibration,control_panel,electrical,electrical,plc_module,1064.06,19,1.23
F00265,CF-A1,2024-07-15,Control board failure,4.55,4.29,TECH-001,Component wear,Design modification,control_panel,electrical,electrical,plc_module,805.36,15,1.49
F00266,CF-A1,2024-07-17,Control board failure,3.5,4.42,TECH-006,Component wear,Operator retraining,control_panel,electrical,electrical,plc_module,649.55,20,1.7
F00267,CF-A1,2024-08-13,Conveyor motor fault,3.66,4.05,TECH-008,Material defect,Recalibration,conveyor_system,electrical,electrical,motor_starter,350.82,5,1.62
F00268,CF-A1,2024-08-16,Conveyor motor fault,3.45,5.09,TECH-005,Material defect,Vendor notified,conveyor_system,electrical,electrical,motor_starter,247.61,7,1.43
F00269,CF-A1,2024-08-29,Conveyor motor fault,3.8,4.09,TECH-005,Operator error,Design modification,conveyor_system,electrical,electrical,motor_starter,208.52,3,1.63
F00270,CF-A1,2024-09-10,Conveyor motor fault,2.06,4.84,TECH-003,Design limitation,Part replacement,conveyor_system,electrical,electrical,motor_starter,346.72,6,1.54
F00271,CF-A1,2024-09-13,Control board failure,3.98,2.87,TECH-005,Calibration drift,Recalibration,control_panel,electrical,electrical,plc_module,901.74,14,1.22
F00272,CF-A1,2024-09-15,Conveyor motor fault,1.83,3.11,TECH-003,Operator error,Design modification,conveyor_system,electrical,electrical,motor_starter,207.92,8,0.85
F00273,CF-A1,2024-09-30,Heating element failure,4.22,3.73,TECH-004,Lack of preventive maintenance,Part replacement,heating_element,electrical,electrical,resistance_heating_rod,151.46,7,0.76
F00274,CF-A1,2024-10-05,Heating element failure,4.1,3.18,TECH-001,Component wear,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,246.05,6,1.04
F00275,CF-A1,2024-10-16,Heating element failure,5.07,2.96,TECH-005,Contamination,PM schedule updated,heating_element,electrical,electrical,resistance_heating_rod,219.11,7,1.16
F00276,CF-A1,2024-10-27,Heating element failure,4.58,3.33,TECH-001,Component wear,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,319.23,7,1.03
F00277,CF-A1,2024-11-20,Control board failure,5.26,4.9,TECH-008,Component wear,Vendor notified,control_panel,electrical,electrical,plc_module,813.32,12,1.76
F00278,CF-A1,2024-12-26,Temperature sensor fault,6.12,2.86,TECH-005,Operator error,PM schedule updated,temperature_control,electrical,electrical,thermocouple_probe,63.05,5,1.09
F00279,CF-A1,2024-12-29,Control board failure,5.51,3.44,TECH-003,Calibration drift,PM schedule updated,control_panel,electrical,electrical,plc_module,1014.22,21,1.54
F00280,CF-A1,2024-12-31,Control board failure,4.68,3.77,TECH-005,Component wear,Part replacement,control_panel,electrical,electrical,plc_module,1115.82,18,1.41
F00281,CF-A1,2025-01-15,Heating element failure,4.54,2.62,TECH-003,Overloading,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,194.14,6,0.61
F00282,CF-A1,2025-01-23,Heating element failure,5.54,4.04,TECH-003,Calibration drift,PM schedule updated,heating_element,electrical,electrical,resistance_heating_rod,349.21,6,1.04
